name,id_2025,GW,kickoff_time,goals_scored,assists,minutes,team,id_2026
Bastien Meupiyou,637,6,2024-09-28T16:30:00Z,0,0,0,Wolves,NA
Tino Livramento,409,6,2024-09-28T11:30:00Z,0,0,12,Newcastle,477
Tyler Adams,60,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,85
Danilo dos Santos de Oliveira,429,6,2024-09-28T14:00:00Z,0,0,0,Nott'm Forest,NA
Jenson Metcalfe,614,6,2024-09-28T14:00:00Z,0,0,0,Everton,309
Marcus Rashford,385,6,2024-09-29T15:30:00Z,0,0,72,Man Utd,451
James Maddison,494,6,2024-09-29T15:30:00Z,0,0,76,Spurs,581
Daniel Muñoz,211,6,2024-09-28T14:00:00Z,0,0,90,Crystal Palace,256
Bruno Guimarães Rodriguez Moura,394,6,2024-09-28T11:30:00Z,0,0,90,Newcastle,488
Fraser Forster,488,6,2024-09-29T15:30:00Z,0,0,0,Spurs,NA
Elliot Anderson,423,6,2024-09-28T14:00:00Z,0,0,56,Nott'm Forest,517
Charlie Taylor,475,6,2024-09-30T19:00:00Z,0,0,90,Southampton,NA
Bryan Mbeumo,99,6,2024-09-28T14:00:00Z,1,0,90,Brentford,119
Matty Cash,32,6,2024-09-29T13:00:00Z,0,0,0,Aston Villa,36
Adam Lallana,463,6,2024-09-30T19:00:00Z,0,0,20,Southampton,NA
Sandro Tonali,417,6,2024-09-28T11:30:00Z,0,0,77,Newcastle,491
Issa Diop,245,6,2024-09-28T14:00:00Z,0,0,2,Fulham,320
Igor Julio dos Santos de Paulo,128,6,2024-09-28T14:00:00Z,0,0,33,Brighton,149
Joelinton Cássio Apolinário de Lira,403,6,2024-09-28T11:30:00Z,0,0,90,Newcastle,490
John McGinn,48,6,2024-09-29T13:00:00Z,0,0,0,Aston Villa,54
Oscar Bobb,343,6,2024-09-28T11:30:00Z,0,0,0,Man City,424
Pedro Cardoso de Lima,561,6,2024-09-28T16:30:00Z,0,0,0,Wolves,640
Pierre-Emile Højbjerg,490,6,2024-09-29T15:30:00Z,0,0,0,Spurs,NA
Nathan Collins,88,6,2024-09-28T14:00:00Z,0,0,90,Brentford,106
Jesper Lindstrøm,577,6,2024-09-28T14:00:00Z,0,0,45,Everton,NA
Marc Guéhi,200,6,2024-09-28T14:00:00Z,1,0,90,Crystal Palace,260
Mathias Jorgensen,112,6,2024-09-28T14:00:00Z,0,0,0,Brentford,NA
William Osula,590,6,2024-09-28T11:30:00Z,0,0,0,Newcastle,500
Harry Souttar,303,6,2024-09-28T14:00:00Z,0,0,0,Leicester,NA
Jean-Philippe Mateta,207,6,2024-09-28T14:00:00Z,0,0,90,Crystal Palace,283
Ben Nelson,616,6,2024-09-28T14:00:00Z,0,0,0,Leicester,NA
Bernardo Veiga de Carvalho e Silva,342,6,2024-09-28T11:30:00Z,0,0,90,Man City,416
Filip Jørgensen,581,6,2024-09-28T14:00:00Z,0,0,0,Chelsea,221
David Brooks,62,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,86
Son Heung-min,503,6,2024-09-29T15:30:00Z,0,0,0,Spurs,579
Solly March,132,6,2024-09-28T14:00:00Z,0,0,0,Brighton,159
Manor Solomon,502,6,2024-09-29T15:30:00Z,0,0,0,Spurs,589
Nathaniel Phillips,332,6,2024-09-28T16:30:00Z,0,0,0,Liverpool,NA
Kieran Trippier,418,6,2024-09-28T11:30:00Z,0,0,77,Newcastle,478
John Stones,362,6,2024-09-28T11:30:00Z,0,0,0,Man City,409
Sam Morsy,278,6,2024-09-29T13:00:00Z,0,0,90,Ipswich,NA
Jayden Meghoma,649,6,2024-09-28T14:00:00Z,0,0,0,Brentford,118
Lewis Hall,399,6,2024-09-28T11:30:00Z,0,0,90,Newcastle,473
Marc Guiu Paz,178,6,2024-09-28T14:00:00Z,0,0,0,Chelsea,252
Tom Cannon,286,6,2024-09-28T14:00:00Z,0,0,0,Leicester,NA
Ben Davies,484,6,2024-09-29T15:30:00Z,0,0,0,Spurs,571
Tyler Morton,331,6,2024-09-28T16:30:00Z,0,0,0,Liverpool,395
Matheus França de Oliveira,208,6,2024-09-28T14:00:00Z,0,0,0,Crystal Palace,279
Calvin Bassey,241,6,2024-09-28T14:00:00Z,0,0,90,Fulham,318
Eddie Nketiah,11,6,2024-09-28T14:00:00Z,0,0,72,Crystal Palace,284
Andreas Hoelgebaum Pereira,240,6,2024-09-28T14:00:00Z,0,1,68,Fulham,327
Matheus Santos Carneiro Da Cunha,541,6,2024-09-28T16:30:00Z,0,0,90,Wolves,450
Amadou Onana,233,6,2024-09-29T13:00:00Z,0,0,90,Aston Villa,59
Morgan Rogers,54,6,2024-09-29T13:00:00Z,1,0,63,Aston Villa,47
Reiss Nelson,10,6,2024-09-28T14:00:00Z,0,0,21,Fulham,27
Tosin Adarabioyo,187,6,2024-09-28T14:00:00Z,0,0,0,Chelsea,232
Matt Targett,416,6,2024-09-28T11:30:00Z,0,0,0,Newcastle,484
Filip Marschall,46,6,2024-09-29T13:00:00Z,0,0,0,Aston Villa,35
Jan Paul van Hecke,144,6,2024-09-28T14:00:00Z,0,0,0,Brighton,151
Jean-Clair Todibo,591,6,2024-09-28T14:00:00Z,0,0,90,West Ham,609
Jack Clarke,631,6,2024-09-29T13:00:00Z,0,1,90,Ipswich,NA
Chris Mepham,72,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,79
Ollie Watkins,58,6,2024-09-29T13:00:00Z,1,1,83,Aston Villa,64
Jorge Cuenca Barreno,586,6,2024-09-28T14:00:00Z,0,0,0,Fulham,321
Rico Lewis,355,6,2024-09-28T11:30:00Z,0,0,80,Man City,410
Julián Araujo Zúñiga,592,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,78
Murillo Santiago Costa dos Santos,436,6,2024-09-28T14:00:00Z,0,0,90,Nott'm Forest,506
James Tarkowski,236,6,2024-09-28T14:00:00Z,0,0,90,Everton,291
Joël Veltman,145,6,2024-09-28T14:00:00Z,0,0,0,Brighton,152
Jaidon Anthony,61,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,200
Kamaldeen Sulemana,462,6,2024-09-30T19:00:00Z,0,0,0,Southampton,NA
Timo Werner,509,6,2024-09-29T15:30:00Z,0,0,76,Spurs,NA
Tyrone Mings,49,6,2024-09-29T13:00:00Z,0,0,0,Aston Villa,40
Ethan Wheatley,648,6,2024-09-29T15:30:00Z,0,0,0,Man Utd,468
Matz Sels,443,6,2024-09-28T14:00:00Z,0,0,90,Nott'm Forest,502
Ryan Yates,449,6,2024-09-28T14:00:00Z,0,0,90,Nott'm Forest,522
Amad Diallo,364,6,2024-09-29T15:30:00Z,0,0,5,Man Utd,452
Josh Nichols,662,6,2024-09-28T14:00:00Z,0,0,0,Arsenal,15
Sam Szmodics,611,6,2024-09-29T13:00:00Z,0,0,1,Ipswich,NA
Malo Gusto,171,6,2024-09-28T14:00:00Z,0,0,90,Chelsea,228
Hwang Ui-jo,446,6,2024-09-28T14:00:00Z,0,0,0,Nott'm Forest,NA
Jakub Stolarczyk,304,6,2024-09-28T14:00:00Z,0,0,0,Leicester,NA
Lloyd Kelly,404,6,2024-09-28T11:30:00Z,0,0,0,Newcastle,NA
Mateus Gonçalo Espanha Fernandes,623,6,2024-09-30T19:00:00Z,0,0,69,Southampton,708
Valentín Barco,116,6,2024-09-28T14:00:00Z,0,0,0,Brighton,NA
Dean Huijsen,580,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,NA
Carlos Roberto Forbs Borges,655,6,2024-09-28T16:30:00Z,0,0,38,Wolves,NA
André Trindade da Costa Neto,642,6,2024-09-28T16:30:00Z,0,0,90,Wolves,643
Max Aarons,59,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,NA
Rhys Williams,334,6,2024-09-28T16:30:00Z,0,0,0,Liverpool,379
Michail Antonio,512,6,2024-09-28T14:00:00Z,0,1,74,West Ham,NA
Ibrahim Osman,127,6,2024-09-28T14:00:00Z,0,0,0,Brighton,NA
Lewis Miley,411,6,2024-09-28T11:30:00Z,0,0,0,Newcastle,497
Nathan Wood-Gordon,477,6,2024-09-30T19:00:00Z,0,0,0,Southampton,NA
Rodrigo Muniz Carvalho,251,6,2024-09-28T14:00:00Z,0,0,7,Fulham,338
Benjamin White,24,6,2024-09-28T14:00:00Z,0,0,0,Arsenal,11
Cameron Burgess,263,6,2024-09-29T13:00:00Z,0,0,0,Ipswich,NA
Abdul Fatawu,570,6,2024-09-28T14:00:00Z,0,0,1,Leicester,NA
Dominik Szoboszlai,336,6,2024-09-28T16:30:00Z,0,0,72,Liverpool,387
Tim Iroegbunam,226,6,2024-09-28T14:00:00Z,0,0,0,Everton,304
Neco Williams,437,6,2024-09-28T14:00:00Z,0,0,6,Nott'm Forest,508
Roméo Lavia,174,6,2024-09-28T14:00:00Z,0,0,11,Chelsea,244
Leon Bailey,28,6,2024-09-29T13:00:00Z,0,1,63,Aston Villa,49
Niclas Füllkrug,589,6,2024-09-28T14:00:00Z,0,0,0,West Ham,625
Harvey Barnes,392,6,2024-09-28T11:30:00Z,0,0,76,Newcastle,487
Brennan Johnson,491,6,2024-09-29T15:30:00Z,1,1,75,Spurs,580
Andrew Moran,601,6,2024-09-28T14:00:00Z,0,0,0,Brighton,177
Harry Maguire,377,6,2024-09-29T15:30:00Z,0,0,0,Man Utd,442
Mark Travers,84,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,288
Will Smallbone,471,6,2024-09-30T19:00:00Z,0,0,0,Southampton,NA
Mykhailo Mudryk,179,6,2024-09-28T14:00:00Z,0,0,19,Chelsea,245
Imari Samuels,663,6,2024-09-28T14:00:00Z,0,0,0,Brighton,NA
Hamed Traorè,67,6,2024-09-30T19:00:00Z,0,0,0,Bournemouth,93
Stefan Ortega Moreno,358,6,2024-09-28T11:30:00Z,0,0,0,Man City,400
Renato Palma Veiga,184,6,2024-09-28T14:00:00Z,0,0,20,Chelsea,NA
Eberechi Eze,199,6,2024-09-28T14:00:00Z,0,0,90,Crystal Palace,266
Samuel Iling-Junior,41,6,2024-09-29T13:00:00Z,0,0,0,Aston Villa,51
Boubacar Kamara,42,6,2024-09-29T13:00:00Z,0,0,0,Aston Villa,58
Ali Al-Hamadi,260,6,2024-09-29T13:00:00Z,0,0,0,Ipswich,NA
Willy Boly,425,6,2024-09-28T14:00:00Z,0,0,0,Nott'm Forest,514
Carlos Alcaraz Durán,450,6,2024-09-30T19:00:00Z,0,0,0,Southampton,301
Victor Lindelöf,376,6,2024-09-29T15:30:00Z,0,0,0,Man Utd,719
Ross Barkley,29,6,2024-09-29T13:00:00Z,0,0,6,Aston Villa,55
James McConnell,330,6,2024-09-28T16:30:00Z,0,0,0,Liverpool,394
Kobbie Mainoo,378,6,2024-09-29T15:30:00Z,0,0,44,Man Utd,458
Ramón Sosa,620,6,2024-09-28T14:00:00Z,0,0,15,Nott'm Forest,NA
Sander Berge,622,6,2024-09-28T14:00:00Z,0,0,21,Fulham,330
Maldini Kacurri,657,6,2024-09-28T14:00:00Z,0,0,0,Arsenal,14
Adam Armstrong,453,6,2024-09-30T19:00:00Z,0,0,0,Southampton,NA
Aaron Cresswell,517,6,2024-09-28T14:00:00Z,0,0,0,West Ham,NA
Emil Krafth,405,6,2024-09-28T11:30:00Z,0,0,0,Newcastle,479
Jakub Kiwior,8,6,2024-09-28T14:00:00Z,0,0,0,Arsenal,9
Kristoffer Ajer,86,6,2024-09-28T14:00:00Z,0,0,90,Brentford,108
Will Hughes,203,6,2024-09-28T14:00:00Z,0,0,2,Crystal Palace,270
David Ozoh,212,6,2024-09-28T14:00:00Z,0,0,0,Crystal Palace,280
Jakub Moder,137,6,2024-09-28T14:00:00Z,0,0,0,Brighton,NA
Cieran Slicker,280,6,2024-09-29T13:00:00Z,0,0,0,Ipswich,NA
Raheem Sterling,186,6,2024-09-28T14:00:00Z,0,0,16,Arsenal,NA
Raúl Jiménez,252,6,2024-09-28T14:00:00Z,1,0,82,Fulham,337
Bryan Gil Salvatierra,483,6,2024-09-29T15:30:00Z,0,0,0,Spurs,590
Myles Lewis-Skelly,597,6,2024-09-28T14:00:00Z,0,0,0,Arsenal,10
Giovani Lo Celso,493,6,2024-09-29T15:30:00Z,0,0,0,Spurs,NA
Tawanda Chirewa,538,6,2024-09-28T16:30:00Z,0,0,0,Wolves,650
Cameron Humphreys,273,6,2024-09-29T13:00:00Z,0,0,0,Ipswich,NA
Ashley Young,238,6,2024-09-28T14:00:00Z,0,1,90,Everton,NA
James Bree,457,6,2024-09-30T19:00:00Z,0,0,0,Southampton,NA
Alex Scott,77,7,2024-10-05T14:00:00Z,0,0,27,Bournemouth,90
Carlos Miguel dos Santos Pereira,427,7,2024-10-06T13:00:00Z,0,0,0,Nott'm Forest,503
Tomiyasu Takehiro,22,7,2024-10-05T14:00:00Z,0,0,6,Arsenal,NA
Malcolm Ebiowei,197,7,2024-10-05T11:30:00Z,0,0,0,Crystal Palace,277
Ben Brereton Díaz,584,7,2024-10-05T14:00:00Z,0,0,0,Southampton,NA
Pau Torres,52,7,2024-10-06T13:00:00Z,0,0,90,Aston Villa,41
Joel Ward,215,7,2024-10-05T11:30:00Z,0,0,0,Crystal Palace,NA
Will Lankshear,609,7,2024-10-06T15:30:00Z,0,0,0,Spurs,598
Hwang Hee-chan,550,7,2024-10-05T14:00:00Z,0,0,33,Wolves,642
Mikey Moore,610,7,2024-10-06T15:30:00Z,0,0,5,Spurs,592
Hákon Valdimarsson,109,7,2024-10-05T14:00:00Z,0,0,0,Brentford,105
Alex Paulsen,75,7,2024-10-05T14:00:00Z,0,0,0,Bournemouth,70
João Victor Gomes da Silva,553,7,2024-10-05T14:00:00Z,0,0,76,Wolves,646
Cole Palmer,182,7,2024-10-06T13:00:00Z,0,1,90,Chelsea,235
Mitoma Kaoru,136,7,2024-10-06T15:30:00Z,0,1,90,Brighton,157
Boubakary Soumaré,285,7,2024-10-05T14:00:00Z,0,0,2,Leicester,NA
Chris Wood,447,7,2024-10-06T13:00:00Z,1,0,81,Nott'm Forest,525
Joe Worrall,448,7,2024-10-06T13:00:00Z,0,0,0,Nott'm Forest,199
Jeffrey Schlupp,214,7,2024-10-05T11:30:00Z,0,0,0,Crystal Palace,NA
Milos Kerkez,70,7,2024-10-05T14:00:00Z,0,0,62,Bournemouth,371
Adrian Mazilu,133,7,2024-10-06T15:30:00Z,0,0,0,Brighton,176
Jason Steele,142,7,2024-10-06T15:30:00Z,0,0,0,Brighton,138
Arijanet Muric,568,7,2024-10-05T14:00:00Z,0,0,90,Ipswich,NA
Carl Rushworth,615,7,2024-10-06T15:30:00Z,0,0,0,Brighton,141
Ibrahim Sangaré,442,7,2024-10-06T13:00:00Z,0,0,0,Nott'm Forest,521
Hannibal Mejbri,373,7,2024-10-06T13:00:00Z,0,0,0,Man Utd,207
Brandon Austin,479,7,2024-10-06T15:30:00Z,0,0,0,Spurs,566
Conor Coady,288,7,2024-10-05T14:00:00Z,0,0,0,Leicester,NA
Wes Foderingham,522,7,2024-10-05T14:00:00Z,0,0,0,West Ham,601
Armando Broja,156,7,2024-10-05T16:30:00Z,0,0,0,Everton,680
Adam Webster,147,7,2024-10-06T15:30:00Z,0,0,8,Brighton,153
Thomas Partey,20,7,2024-10-05T14:00:00Z,0,0,83,Arsenal,NA
Harry Wilson,259,7,2024-10-05T14:00:00Z,0,0,0,Fulham,329
Kasey McAteer,299,7,2024-10-05T14:00:00Z,0,0,0,Leicester,NA
Curtis Jones,324,7,2024-10-05T11:30:00Z,0,0,88,Liverpool,388
Wes Burns,264,7,2024-10-05T14:00:00Z,0,0,72,Ipswich,NA
Gustavo Nunes Fernandes Gomes,634,7,2024-10-05T14:00:00Z,0,0,0,Brentford,127
Yunus Emre Konak,97,7,2024-10-05T14:00:00Z,0,0,1,Brentford,131
Max Kilman,524,7,2024-10-05T14:00:00Z,0,0,90,West Ham,605
Deniz Undav,143,7,2024-10-06T15:30:00Z,0,0,0,Brighton,NA
Alex Murphy,390,7,2024-10-05T16:30:00Z,0,0,0,Newcastle,481
George Edmundson,269,7,2024-10-05T14:00:00Z,0,0,0,Ipswich,NA
Sávio 'Savinho' Moreira de Oliveira,571,7,2024-10-05T14:00:00Z,0,0,0,Man City,415
Emerson Palmieri dos Santos,520,7,2024-10-05T14:00:00Z,0,0,82,West Ham,604
Abdoulaye Doucouré,217,7,2024-10-05T16:30:00Z,0,0,90,Everton,NA
Alfie Pond,664,7,2024-10-05T14:00:00Z,0,0,0,Wolves,641
José Malheiro de Sá,554,7,2024-10-05T14:00:00Z,0,0,0,Wolves,628
Alexander Isak,401,7,2024-10-05T16:30:00Z,0,0,0,Newcastle,499
Yves Bissouma,482,7,2024-10-06T15:30:00Z,0,0,11,Spurs,587
Conor Gallagher,169,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,NA
Philip Billing,76,7,2024-10-05T14:00:00Z,0,0,0,Bournemouth,89
Gonçalo Manuel Ganchinho Guedes,548,7,2024-10-05T14:00:00Z,0,0,22,Wolves,647
Brajan Gruda,595,7,2024-10-06T15:30:00Z,0,0,3,Brighton,162
Rodrigo 'Rodri' Hernandez,360,7,2024-10-05T14:00:00Z,0,0,0,Man City,421
Đorđe Petrović,183,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,67
Justin Devenny,645,7,2024-10-05T11:30:00Z,0,0,0,Crystal Palace,276
Craig Dawson,542,7,2024-10-05T14:00:00Z,0,0,90,Wolves,NA
Jordan Ayew,192,7,2024-10-05T14:00:00Z,0,0,87,Leicester,NA
Marcos Senesi,79,7,2024-10-05T14:00:00Z,0,0,90,Bournemouth,72
Kiernan Dewsbury-Hall,166,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,242
Kaine Kesler-Hayden,43,7,2024-10-06T13:00:00Z,0,0,0,Aston Villa,NA
João Cavaco Cancelo,353,7,2024-10-05T14:00:00Z,0,0,0,Man City,NA
Maxwel Cornet,515,7,2024-10-05T14:00:00Z,0,0,0,Southampton,617
Jefferson Lerma Solís,206,7,2024-10-05T11:30:00Z,0,0,90,Crystal Palace,272
Jannik Vestergaard,307,7,2024-10-05T14:00:00Z,0,0,0,Leicester,NA
Luke Thomas,305,7,2024-10-05T14:00:00Z,0,0,0,Leicester,NA
Bruno Borges Fernandes,366,7,2024-10-06T13:00:00Z,0,0,90,Man Utd,449
Adam Smith,81,7,2024-10-05T14:00:00Z,0,0,62,Bournemouth,73
Miodrag Pivaš,574,7,2024-10-05T16:30:00Z,0,0,0,Newcastle,483
Billy Gilmour,124,7,2024-10-06T15:30:00Z,0,0,0,Brighton,NA
Rasmus Højlund,375,7,2024-10-06T13:00:00Z,0,0,63,Man Utd,465
Callum Wilson,421,7,2024-10-05T16:30:00Z,0,0,0,Newcastle,671
Crysencio Summerville,587,7,2024-10-05T14:00:00Z,0,0,7,West Ham,615
Jesurun Rak-Sakyi,213,7,2024-10-05T11:30:00Z,0,0,0,Crystal Palace,278
Oliver Skipp,501,7,2024-10-05T14:00:00Z,0,0,90,Leicester,NA
Tomáš Souček,530,7,2024-10-05T14:00:00Z,0,0,90,West Ham,613
Taylor Harwood-Bellis,461,7,2024-10-05T14:00:00Z,0,0,90,Southampton,NA
Alphonse Areola,513,7,2024-10-05T14:00:00Z,0,0,90,West Ham,600
Lisandro Martínez,380,7,2024-10-06T13:00:00Z,0,0,0,Man Utd,437
Richarlison de Andrade,497,7,2024-10-06T15:30:00Z,0,0,0,Spurs,597
Joško Gvardiol,350,7,2024-10-05T14:00:00Z,0,0,90,Man City,403
Harry Clarke,266,7,2024-10-05T14:00:00Z,0,0,0,Ipswich,NA
Joachim Andersen,191,7,2024-10-05T14:00:00Z,0,0,90,Fulham,317
Moisés Caicedo Corozo,157,7,2024-10-06T13:00:00Z,0,0,90,Chelsea,241
Carlos Henrique Casimiro,368,7,2024-10-06T13:00:00Z,0,0,5,Man Utd,457
Roman Dixon,627,7,2024-10-05T16:30:00Z,0,0,0,Everton,297
Jhon Durán,38,7,2024-10-06T13:00:00Z,0,0,27,Aston Villa,NA
Jacob Murphy,402,7,2024-10-05T16:30:00Z,0,0,68,Newcastle,489
Sean Longstaff,410,7,2024-10-05T16:30:00Z,0,0,19,Newcastle,493
Leander Dendoncker,33,7,2024-10-06T13:00:00Z,0,0,0,Aston Villa,61
Trevoh Chalobah,159,7,2024-10-05T11:30:00Z,0,0,87,Crystal Palace,226
Ryan Manning,467,7,2024-10-05T14:00:00Z,0,0,73,Southampton,NA
Vitalii Mykolenko,231,7,2024-10-05T16:30:00Z,0,0,0,Everton,292
Ryan Christie,63,7,2024-10-05T14:00:00Z,0,0,73,Bournemouth,87
Fábio Silva,545,7,2024-10-05T14:00:00Z,0,0,0,Wolves,NA
Kepa Arrizabalaga,152,7,2024-10-05T14:00:00Z,0,0,90,Bournemouth,2
Frank Onyeka,102,7,2024-10-05T14:00:00Z,0,0,0,Brentford,128
Youssef Ramalho Chermiti,237,7,2024-10-05T16:30:00Z,0,0,0,Everton,312
Morgan Gibbs-White,433,7,2024-10-06T13:00:00Z,0,0,75,Nott'm Forest,515
Noni Madueke,177,7,2024-10-06T13:00:00Z,1,0,89,Chelsea,18
Nélson Cabral Semedo,559,7,2024-10-05T14:00:00Z,0,1,90,Wolves,NA
Tommy Doyle,544,7,2024-10-05T14:00:00Z,0,0,0,Wolves,NA
Tom Heaton,374,7,2024-10-06T13:00:00Z,0,0,0,Man Utd,434
Lucas Bergvall,481,7,2024-10-06T15:30:00Z,0,0,0,Spurs,586
Lesley Ugochukwu,188,7,2024-10-05T14:00:00Z,0,0,0,Southampton,676
Evan Ferguson,123,7,2024-10-06T15:30:00Z,0,0,0,Brighton,179
Christian Eriksen,370,7,2024-10-06T13:00:00Z,0,0,90,Man Utd,NA
Danny Ings,523,7,2024-10-05T14:00:00Z,0,0,0,West Ham,NA
Jean-Ricner Bellegarde,535,7,2024-10-05T14:00:00Z,0,1,13,Wolves,644
Tim Ream,253,7,2024-10-05T14:00:00Z,0,0,0,Fulham,NA
Benoît Badiashile,153,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,229
Radu Drăgușin,486,7,2024-10-06T15:30:00Z,0,0,0,Spurs,572
Jack Stephens,472,7,2024-10-05T14:00:00Z,0,0,0,Southampton,NA
Mateo Kovačić,354,7,2024-10-05T14:00:00Z,2,0,90,Man City,422
Nicolás Domínguez,431,7,2024-10-06T13:00:00Z,0,0,14,Nott'm Forest,519
Ben Doak,318,7,2024-10-05T11:30:00Z,0,0,0,Liverpool,NA
Phil Foden,348,7,2024-10-05T14:00:00Z,0,0,77,Man City,414
Mason Mount,382,7,2024-10-06T13:00:00Z,0,0,0,Man Utd,455
Gabriel Martinelli Silva,9,7,2024-10-05T14:00:00Z,1,0,30,Arsenal,19
Yasin Ayari,600,7,2024-10-06T15:30:00Z,0,0,0,Brighton,166
Mikel Merino,633,7,2024-10-05T14:00:00Z,0,0,29,Arsenal,22
Facundo Buonanotte,117,7,2024-10-05T14:00:00Z,1,0,81,Leicester,168
Caoimhin Kelleher,325,7,2024-10-05T11:30:00Z,0,0,0,Liverpool,101
Odeluga Offiah,139,7,2024-10-06T15:30:00Z,0,0,0,Brighton,NA
Lino da Cruz Sousa,56,7,2024-10-06T13:00:00Z,0,0,0,Aston Villa,45
Amario Cozier-Duberry,118,7,2024-10-06T15:30:00Z,0,0,0,Brighton,NA
Emerson Leite de Souza Junior,487,7,2024-10-06T15:30:00Z,0,0,0,Spurs,NA
Kai Havertz,4,7,2024-10-05T14:00:00Z,1,0,90,Arsenal,30
Scott Carson,344,7,2024-10-05T14:00:00Z,0,0,0,Man City,NA
Ethan Brierley,87,7,2024-10-05T14:00:00Z,0,0,0,Brentford,NA
Andrey Nascimento dos Santos,150,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,246
Rico Henry,92,7,2024-10-05T14:00:00Z,0,0,0,Brentford,109
Mateusz Lis,465,7,2024-10-05T14:00:00Z,0,0,0,Southampton,NA
Yoane Wissa,110,7,2024-10-05T14:00:00Z,0,0,0,Brentford,135
Daniel Iversen,294,7,2024-10-05T14:00:00Z,0,0,0,Leicester,NA
Mads Hermansen,293,7,2024-10-05T14:00:00Z,0,0,90,Leicester,679
Rob Holding,202,7,2024-10-05T11:30:00Z,0,0,0,Crystal Palace,264
Ismaïla Sarr,585,7,2024-10-05T11:30:00Z,0,0,90,Crystal Palace,267
Jarrod Bowen,514,7,2024-10-05T14:00:00Z,1,1,90,West Ham,624
Mark O’Mahony,138,7,2024-10-06T15:30:00Z,0,0,0,Brighton,NA
Ryan Sessegnon,579,7,2024-10-05T14:00:00Z,0,0,0,Fulham,328
Josh Dasilva,90,7,2024-10-05T14:00:00Z,0,0,0,Brentford,NA
Jadon Sancho,386,7,2024-10-06T13:00:00Z,0,0,89,Chelsea,456
Sam Johnstone,204,7,2024-10-05T14:00:00Z,0,0,90,Wolves,627
Jonny Evans,371,7,2024-10-06T13:00:00Z,0,0,90,Man Utd,NA
Mohamed Salah,328,7,2024-10-05T11:30:00Z,0,0,72,Liverpool,381
Federico Chiesa,636,7,2024-10-05T11:30:00Z,0,0,0,Liverpool,385
Timothy Castagne,244,7,2024-10-05T14:00:00Z,0,0,13,Fulham,319
Tariq Lamptey,131,7,2024-10-06T15:30:00Z,0,0,0,Brighton,150
Ola Aina,422,7,2024-10-06T13:00:00Z,0,0,90,Nott'm Forest,507
Taiwo Awoniyi,424,7,2024-10-06T13:00:00Z,0,0,0,Nott'm Forest,527
Leandro Trossard,23,7,2024-10-05T14:00:00Z,0,0,30,Arsenal,20
Jacob Greaves,270,7,2024-10-05T14:00:00Z,0,0,90,Ipswich,NA
Issa Kaboré,626,7,2024-10-05T14:00:00Z,0,0,0,Man City,NA
Alfie Whiteman,510,7,2024-10-06T15:30:00Z,0,0,0,Spurs,NA
Séamus Coleman,221,7,2024-10-05T16:30:00Z,0,0,0,Everton,294
Fabian Schär,415,7,2024-10-05T16:30:00Z,0,0,90,Newcastle,474
Nicolas Jackson,180,7,2024-10-06T13:00:00Z,0,0,80,Chelsea,251
Joe White,419,7,2024-10-05T16:30:00Z,0,0,0,Newcastle,498
Jamie Vardy,306,7,2024-10-05T14:00:00Z,0,0,73,Leicester,NA
Miguel Almirón Rejala,391,7,2024-10-05T16:30:00Z,0,0,28,Newcastle,NA
James Garner,223,7,2024-10-05T16:30:00Z,0,0,90,Everton,303
Marcus Tavernier,83,7,2024-10-05T14:00:00Z,0,0,90,Bournemouth,84
Lewis Dobbin,37,7,2024-10-06T13:00:00Z,0,0,0,Aston Villa,57
Viljami Sinisalo,55,7,2024-10-06T13:00:00Z,0,0,0,Aston Villa,NA
Omari Kellyman,173,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,NA
Daniel Castelo Podence,562,7,2024-10-05T14:00:00Z,0,0,0,Wolves,NA
Martial Godo,605,7,2024-10-05T14:00:00Z,0,0,0,Fulham,333
Harrison Reed,254,7,2024-10-05T14:00:00Z,0,0,0,Fulham,336
Guido Rodríguez,588,7,2024-10-05T14:00:00Z,0,0,69,West Ham,618
Will Alves,606,7,2024-10-05T14:00:00Z,0,0,0,Leicester,NA
Carlos Baleba,115,7,2024-10-06T15:30:00Z,0,0,73,Brighton,167
James Hill,68,7,2024-10-05T14:00:00Z,0,0,0,Bournemouth,77
David Datro Fofana,164,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,NA
Ryan Fraser,397,7,2024-10-05T14:00:00Z,0,0,0,Southampton,NA
Ângelo Gabriel Borges Damaceno,151,7,2024-10-06T13:00:00Z,0,0,0,Chelsea,NA
Nathan Patterson,234,7,2024-10-05T16:30:00Z,0,0,0,Everton,296
Robin Olsen,51,7,2024-10-06T13:00:00Z,0,0,0,Aston Villa,NA
