name,id_2025,GW,kickoff_time,goals_scored,assists,minutes,team,id_2026
Alex Mighten,435,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,NA
Jacob Slater,685,20,2025-01-04T17:30:00Z,0,0,0,Brighton,155
Djed Spence,504,20,2025-01-04T12:30:00Z,0,0,90,Spurs,573
Hamza Choudhury,287,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Wesley Fofana,189,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,230
Lucas Digne,36,20,2025-01-04T15:00:00Z,0,0,75,Aston Villa,37
Joe Aribo,452,20,2025-01-04T15:00:00Z,0,0,86,Southampton,NA
Killian Cahill,668,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Fábio Ferreira Vieira,1,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,23
Guglielmo Vicario,508,20,2025-01-04T12:30:00Z,0,0,0,Spurs,565
Tony Yogane,661,20,2025-01-04T15:00:00Z,0,0,0,Brentford,NA
Ben Winterburn,687,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,96
Nathan Fraser,546,20,2025-01-06T20:00:00Z,0,0,0,Wolves,658
Christian Walton,283,20,2025-01-05T14:00:00Z,0,0,90,Ipswich,NA
Matthijs de Ligt,593,20,2025-01-05T16:30:00Z,0,0,82,Man Utd,436
Jack Hinshelwood,126,20,2025-01-04T17:30:00Z,0,0,0,Brighton,163
Antoine Semenyo,78,20,2025-01-04T15:00:00Z,0,0,90,Bournemouth,82
Will Dennis,599,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,68
Omari Giraud-Hutchinson,274,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Dane Scarlett,500,20,2025-01-04T12:30:00Z,0,0,0,Spurs,599
Joe Lumley,466,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Dwight McNeil,230,20,2025-01-04T15:00:00Z,0,0,0,Everton,300
Kim Ji-soo,96,20,2025-01-04T15:00:00Z,0,0,0,Brentford,117
Franco Umeh-Chibueze,644,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,282
Andy Irving,576,20,2025-01-04T15:00:00Z,0,0,0,West Ham,621
Karl Hein,5,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,3
Nathaniel Clyne,196,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,263
Saša Lukić,249,20,2025-01-05T14:00:00Z,0,0,78,Fulham,332
Kevin De Bruyne,345,20,2025-01-04T15:00:00Z,0,1,90,Man City,NA
Godwill Kukonki,691,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,NA
Norberto Murara Neto,73,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,66
Tyrell Malacia,379,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,448
Lucas Tolentino Coelho de Lima,527,20,2025-01-04T15:00:00Z,0,0,90,West Ham,612
Lewis Dunk,120,20,2025-01-04T17:30:00Z,0,0,0,Brighton,146
Jayden Danns,709,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,398
Mason Holgate,225,20,2025-01-04T15:00:00Z,0,0,0,Everton,NA
Kurt Zouma,532,20,2025-01-04T15:00:00Z,0,0,0,West Ham,NA
Sékou Mara,468,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Joseph O'Brien-Whitmarsh,693,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Antony Matheus dos Santos,365,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,454
Dara O'Shea,630,20,2025-01-05T14:00:00Z,0,0,90,Ipswich,NA
Kalvin Phillips,359,20,2025-01-05T14:00:00Z,0,0,17,Ipswich,429
Ibrahima Konaté,326,20,2025-01-05T16:30:00Z,0,0,90,Liverpool,374
Chadi Riad Dnanou,195,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,262
Freddie Ladapo,276,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Levi Colwill,162,20,2025-01-04T15:00:00Z,0,0,90,Chelsea,227
Nick Pope,413,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,469
Jorge Luiz Frello Filho,7,20,2025-01-04T17:30:00Z,0,0,63,Arsenal,NA
Oliwier Zych,641,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,NA
Luke Woolfenden,284,20,2025-01-05T14:00:00Z,0,0,90,Ipswich,NA
Łukasz Fabiański,521,20,2025-01-04T15:00:00Z,0,0,0,West Ham,NA
Idrissa Gueye,222,20,2025-01-04T15:00:00Z,0,0,80,Everton,302
Joe Gomez,322,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,376
Dominic Calvert-Lewin,220,20,2025-01-04T15:00:00Z,0,0,58,Everton,691
Yerson Mosquera,558,20,2025-01-06T20:00:00Z,0,0,0,Wolves,634
Sil Swinkels,640,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,NA
Konstantinos Tsimikas,337,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,377
Christian Nørgaard,101,20,2025-01-04T15:00:00Z,0,0,80,Brentford,24
Emiliano Martínez Romero,47,20,2025-01-04T15:00:00Z,0,0,90,Aston Villa,32
Luca Williams-Barnett,689,20,2025-01-04T12:30:00Z,0,0,0,Spurs,NA
Declan Rice,16,20,2025-01-04T17:30:00Z,0,0,90,Arsenal,21
Dejan Kulusevski,492,20,2025-01-04T12:30:00Z,0,0,90,Spurs,583
Pascal Groß,125,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Gabriel dos Santos Magalhães,3,20,2025-01-04T17:30:00Z,0,0,90,Arsenal,5
Cody Gakpo,321,20,2025-01-05T16:30:00Z,1,0,85,Liverpool,384
Salah-Eddine Oulad M'hand,638,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,NA
Mohammed Kudus,525,20,2025-01-04T15:00:00Z,0,0,71,West Ham,582
Benicio Baker-Boaitey,114,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Vitaly Janelt,94,20,2025-01-04T15:00:00Z,0,0,19,Brentford,125
Adama Traoré,239,20,2025-01-05T14:00:00Z,0,0,11,Fulham,326
Jens Cajuste,619,20,2025-01-05T14:00:00Z,0,0,72,Ipswich,NA
Tommy Setford,639,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,4
Alexis Mac Allister,329,20,2025-01-05T16:30:00Z,0,2,90,Liverpool,386
Endo Wataru,320,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,392
João Pedro Ferreira Silva,596,20,2025-01-06T20:00:00Z,0,0,21,Nott'm Forest,518
Ashley Phillips,478,20,2025-01-04T12:30:00Z,0,0,0,Spurs,576
Keane Lewis-Potter,98,20,2025-01-04T15:00:00Z,1,0,90,Brentford,107
Ben Johnson,275,20,2025-01-05T14:00:00Z,0,0,79,Ipswich,NA
Michael Golding,292,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
João Félix Sequeira,621,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,NA
Remi Matthews,209,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,255
Zach Marsh,676,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,286
Alfie Gilchrist,170,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,NA
Nayef Aguerd,529,20,2025-01-04T15:00:00Z,0,0,0,West Ham,607
Emile Smith Rowe,19,20,2025-01-05T14:00:00Z,0,0,45,Fulham,325
Enes Ünal,65,20,2025-01-04T15:00:00Z,0,0,20,Bournemouth,98
Lucas Bergström,154,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,NA
Kacper Kozłowski,130,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Francisco Evanilson de Lima Barbosa,617,20,2025-01-04T15:00:00Z,0,0,81,Bournemouth,97
Axel Tuanzebe,282,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,198
Gabriel Fernando de Jesus,2,20,2025-01-04T17:30:00Z,0,0,90,Arsenal,31
Iliman Ndiaye,232,20,2025-01-04T15:00:00Z,0,0,90,Everton,299
Ruairi McConville,681,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
David Raya Martin,15,20,2025-01-04T17:30:00Z,0,0,90,Arsenal,1
Enso González,547,20,2025-01-06T20:00:00Z,0,0,0,Wolves,NA
Archie Gray,489,20,2025-01-04T12:30:00Z,0,0,90,Spurs,591
Christopher Nkunku,181,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,240
Manuel Akanji,340,20,2025-01-04T15:00:00Z,0,0,90,Man City,404
Kaelan Casey,643,20,2025-01-04T15:00:00Z,0,0,0,West Ham,611
Ryan Gravenberch,323,20,2025-01-05T16:30:00Z,0,0,90,Liverpool,390
Joe Willock,420,20,2025-01-04T12:30:00Z,0,0,4,Newcastle,494
Mark Flekken,91,20,2025-01-04T15:00:00Z,0,0,90,Brentford,NA
Lewis Cook,64,20,2025-01-04T15:00:00Z,0,0,90,Bournemouth,88
Alex Iwobi,247,20,2025-01-05T14:00:00Z,0,0,62,Fulham,324
Ethan Nwaneri,12,20,2025-01-04T17:30:00Z,1,0,45,Arsenal,25
Ross Stewart,473,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Matt Doherty,543,20,2025-01-06T20:00:00Z,0,0,90,Wolves,632
Alejo Véliz,507,20,2025-01-04T12:30:00Z,0,0,0,Spurs,NA
Ilkay Gündogan,625,20,2025-01-04T15:00:00Z,0,0,29,Man City,420
Isaac Hayden,400,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,495
Wilson Odobert,612,20,2025-01-04T12:30:00Z,0,0,0,Spurs,588
Conor Bradley,313,20,2025-01-05T16:30:00Z,0,0,4,Liverpool,375
Tom Cairney,243,20,2025-01-05T14:00:00Z,0,0,62,Fulham,331
Jarell Quansah,333,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,NA
Jacob Ramsey,53,20,2025-01-04T15:00:00Z,0,0,71,Aston Villa,52
Emiliano Buendía Stati,31,20,2025-01-04T15:00:00Z,0,0,14,Aston Villa,50
James McAtee,357,20,2025-01-04T15:00:00Z,0,0,10,Man City,426
Andrew Robertson,335,20,2025-01-05T16:30:00Z,0,0,90,Liverpool,372
Luke Harris,246,20,2025-01-05T14:00:00Z,0,0,0,Fulham,334
Youri Tielemans,57,20,2025-01-04T15:00:00Z,0,0,90,Aston Villa,48
João Neves Virgínia,227,20,2025-01-04T15:00:00Z,0,0,0,Everton,NA
Oleksandr Zinchenko,25,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,12
Francisco Jorge Tomás Oliveira,537,20,2025-01-06T20:00:00Z,0,0,0,Wolves,NA
Ederson Santana de Moraes,347,20,2025-01-04T15:00:00Z,0,0,0,Man City,399
Andrew Omobamidele,440,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,NA
Norberto Bercique Gomes Betuncal,218,20,2025-01-04T15:00:00Z,0,0,9,Everton,311
Diogo Dalot Teixeira,369,20,2025-01-05T16:30:00Z,0,0,90,Man Utd,440
Pape Matar Sarr,499,20,2025-01-04T12:30:00Z,0,0,61,Spurs,593
Wes Okoduwa,711,20,2025-01-06T20:00:00Z,0,0,0,Wolves,NA
Danny Welbeck,148,20,2025-01-04T17:30:00Z,0,0,0,Brighton,178
Maeson King,700,20,2025-01-04T12:30:00Z,0,0,0,Spurs,NA
Yankuba Minteh,135,20,2025-01-04T17:30:00Z,0,0,45,Brighton,160
Nathan Aké,341,20,2025-01-04T15:00:00Z,0,0,60,Man City,405
Lewis Orford,701,20,2025-01-04T15:00:00Z,0,0,0,West Ham,622
Bernd Leno,248,20,2025-01-05T14:00:00Z,0,0,90,Fulham,314
Jamaal Lascelles,407,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,480
Axel Disasi,167,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,NA
Ismeal Kabia,659,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,28
Kevin Schade,106,20,2025-01-04T15:00:00Z,1,0,80,Brentford,120
Victor Kristiansen,296,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Kyle Walker-Peters,476,20,2025-01-04T15:00:00Z,0,0,90,Southampton,659
Daniel Bentley,536,20,2025-01-06T20:00:00Z,0,0,0,Wolves,629
Ivan Toney,108,20,2025-01-04T15:00:00Z,0,0,0,Brentford,NA
Carlos Soler,654,20,2025-01-04T15:00:00Z,0,0,0,West Ham,NA
Antonee Robinson,255,20,2025-01-05T14:00:00Z,0,0,90,Fulham,316
Romain Faivre,66,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,92
James Ward-Prowse,531,20,2025-01-06T20:00:00Z,0,1,2,Nott'm Forest,614
Patson Daka,289,20,2025-01-04T15:00:00Z,0,0,8,Leicester,NA
Illia Zabarnyi,85,20,2025-01-04T15:00:00Z,0,0,90,Bournemouth,71
Gavin Bazunu,454,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Sven Botman,393,20,2025-01-04T12:30:00Z,0,0,90,Newcastle,475
Hugo Bueno López,549,20,2025-01-06T20:00:00Z,0,0,0,Wolves,633
Danny Ward,308,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Samuel Amo-Ameyaw,451,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Joe Gauci,39,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,34
João Pedro Junqueira de Jesus,129,20,2025-01-04T17:30:00Z,1,0,90,Brighton,249
Justin Kluivert,71,20,2025-01-04T15:00:00Z,0,0,69,Bournemouth,81
Ollie Scarles,677,20,2025-01-04T15:00:00Z,0,0,0,West Ham,608
Josh Wilson-Esbrand,675,20,2025-01-04T15:00:00Z,0,0,0,Man City,NA
Martin Dúbravka,396,20,2025-01-04T12:30:00Z,0,0,90,Newcastle,470
Flynn Downes,518,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Alejandro Garnacho,372,20,2025-01-05T16:30:00Z,0,0,18,Man Utd,453
Ronnie Edwards,460,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Edson Álvarez Velázquez,511,20,2025-01-04T15:00:00Z,0,0,86,West Ham,616
Jack Grealish,349,20,2025-01-04T15:00:00Z,0,0,6,Man City,419
Marcus Myers-Harness,271,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Jack Taylor,281,20,2025-01-05T14:00:00Z,0,0,18,Ipswich,NA
Simon Adingra,113,20,2025-01-04T17:30:00Z,0,0,61,Brighton,543
Ben Mee,100,20,2025-01-04T15:00:00Z,0,0,0,Brentford,NA
Leon Chiwome,539,20,2025-01-06T20:00:00Z,0,0,0,Wolves,657
Eric da Silva Moreira,428,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,523
Luis Guilherme Lira dos Santos,526,20,2025-01-04T15:00:00Z,0,0,18,West Ham,619
Joe Hodge,551,20,2025-01-06T20:00:00Z,0,0,0,Wolves,653
Chiedozie Ogbene,632,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Harrison Armstrong,603,20,2025-01-04T15:00:00Z,0,0,45,Everton,305
Carney Chukwuemeka,161,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,NA
Tom King,556,20,2025-01-06T20:00:00Z,0,0,0,Wolves,630
Wout Faes,291,20,2025-01-04T15:00:00Z,0,0,28,Leicester,NA
Leny Yoro,572,20,2025-01-05T16:30:00Z,0,0,7,Man Utd,444
Pedro Lomba Neto,560,20,2025-01-04T15:00:00Z,0,0,90,Chelsea,236
Ian Maatsen,45,20,2025-01-04T15:00:00Z,0,1,14,Aston Villa,39
Harry Winks,309,20,2025-01-04T15:00:00Z,0,0,90,Leicester,NA
Mads Roerslev Rasmussen,105,20,2025-01-04T15:00:00Z,0,0,90,Brentford,112
Jurriën Timber,6,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,8
Saša Kalajdžić,555,20,2025-01-06T20:00:00Z,0,0,0,Wolves,656
Anthony Elanga,432,20,2025-01-06T20:00:00Z,0,1,69,Nott'm Forest,486
Julio Enciso,121,20,2025-01-04T17:30:00Z,0,0,0,Brighton,161
Alfie Dorrington,699,20,2025-01-04T12:30:00Z,0,0,0,Spurs,NA
Naouirou Ahamada,190,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,275
Jeremy Sarmiento Morante,141,20,2025-01-04T17:30:00Z,0,0,0,Brighton,171
Ayden Heaven,658,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,447
Vladimír Coufal,516,20,2025-01-04T15:00:00Z,0,0,90,West Ham,NA
Marc Cucurella Saseta,163,20,2025-01-04T15:00:00Z,0,0,90,Chelsea,224
Toti António Gomes,567,20,2025-01-06T20:00:00Z,0,0,0,Wolves,637
Cristian Romero,498,20,2025-01-04T12:30:00Z,0,0,0,Spurs,569
Dan Burn,395,20,2025-01-04T12:30:00Z,0,0,90,Newcastle,476
Destiny Udogie,505,20,2025-01-04T12:30:00Z,0,0,0,Spurs,574
Jordan Pickford,235,20,2025-01-04T15:00:00Z,0,0,90,Everton,287
Boubacar Traoré,534,20,2025-01-06T20:00:00Z,0,0,0,Wolves,649
Stefan Bajčetić Maquieira,312,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,393
Samuel Rak-Sakyi,695,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,NA
Mikkel Damsgaard,89,20,2025-01-04T15:00:00Z,0,1,90,Brentford,121
Luis Díaz,327,20,2025-01-05T16:30:00Z,0,0,59,Liverpool,383
Enzo Barrenechea,30,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,56
Carlos Vinícius Alves Morais,258,20,2025-01-05T14:00:00Z,0,0,0,Fulham,NA
Pervis Estupiñán,122,20,2025-01-04T17:30:00Z,0,0,90,Brighton,147
James Milner,134,20,2025-01-04T17:30:00Z,0,0,0,Brighton,170
Ryan Trevitt,602,20,2025-01-04T15:00:00Z,0,0,0,Brentford,134
Enzo Fernández,168,20,2025-01-04T15:00:00Z,0,0,90,Chelsea,237
Luke Shaw,387,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,443
Fábio Freitas Gouveia Carvalho,314,20,2025-01-04T15:00:00Z,0,0,0,Brentford,123
Jérémy Doku,346,20,2025-01-04T15:00:00Z,0,0,0,Man City,418
Marcus Bettinelli,155,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,401
Alisson Ramses Becker,310,20,2025-01-05T16:30:00Z,0,0,90,Liverpool,366
Aaron Hickey,93,20,2025-01-04T15:00:00Z,0,0,0,Brentford,116
Vítezslav Jaros,660,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,NA
Alex McCarthy,469,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Neal Maupay,229,20,2025-01-04T15:00:00Z,0,0,0,Everton,NA
Steven Benda,242,20,2025-01-05T14:00:00Z,0,0,0,Fulham,315
Dean Henderson,201,20,2025-01-04T15:00:00Z,0,0,90,Crystal Palace,253
Callum Bates,678,20,2025-01-04T15:00:00Z,0,0,0,Everton,306
Ki-Jana Hoever,552,20,2025-01-06T20:00:00Z,0,0,0,Wolves,638
Cheick Doucouré,193,20,2025-01-04T15:00:00Z,0,0,68,Crystal Palace,268
Scott McTominay,381,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,NA
Wilfred Ndidi,300,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Maxence Lacroix,650,20,2025-01-04T15:00:00Z,0,0,90,Crystal Palace,257
John Ruddy,414,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,NA
Caleb Okoli,301,20,2025-01-04T15:00:00Z,0,0,8,Leicester,NA
Odysseas Vlachodimos,412,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,472
George Earthy,519,20,2025-01-04T15:00:00Z,0,0,0,West Ham,620
Daichi Kamada,205,20,2025-01-04T15:00:00Z,0,0,21,Crystal Palace,271
Reece James,172,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,225
Georginio Rutter,618,20,2025-01-04T17:30:00Z,0,0,45,Brighton,158
Conor Chaplin,265,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Santiago Bueno,564,20,2025-01-06T20:00:00Z,0,0,90,Wolves,636
Corrie Ndaba,279,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Kenny Tete,257,20,2025-01-05T14:00:00Z,0,0,0,Fulham,322
Pablo Sarabia,565,20,2025-01-06T20:00:00Z,0,0,15,Wolves,NA
Diogo Teixeira da Silva,317,20,2025-01-05T16:30:00Z,0,0,29,Liverpool,NA
Kortney Hause,40,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,NA
Liam Delap,268,20,2025-01-05T14:00:00Z,1,0,87,Ipswich,250
Bastien Meupiyou,637,20,2025-01-06T20:00:00Z,0,0,0,Wolves,NA
Tino Livramento,409,20,2025-01-04T12:30:00Z,0,0,90,Newcastle,477
Remy Rees-Dottin,707,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,687
Tyler Adams,60,20,2025-01-04T15:00:00Z,0,0,20,Bournemouth,85
Danilo dos Santos de Oliveira,429,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,NA
Jenson Metcalfe,614,20,2025-01-04T15:00:00Z,0,0,0,Everton,309
Marcus Rashford,385,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,451
James Maddison,494,20,2025-01-04T12:30:00Z,0,0,28,Spurs,581
Daniel Muñoz,211,20,2025-01-04T15:00:00Z,0,0,90,Crystal Palace,256
Bruno Guimarães Rodriguez Moura,394,20,2025-01-04T12:30:00Z,0,1,90,Newcastle,488
Fraser Forster,488,20,2025-01-04T12:30:00Z,0,0,0,Spurs,NA
Elliot Anderson,423,20,2025-01-06T20:00:00Z,0,0,68,Nott'm Forest,517
Charlie Taylor,475,20,2025-01-04T15:00:00Z,0,0,45,Southampton,NA
Bryan Mbeumo,99,20,2025-01-04T15:00:00Z,2,1,90,Brentford,119
Matty Cash,32,20,2025-01-04T15:00:00Z,0,0,90,Aston Villa,36
Adam Lallana,463,20,2025-01-04T15:00:00Z,0,0,3,Southampton,NA
Sandro Tonali,417,20,2025-01-04T12:30:00Z,0,0,90,Newcastle,491
Issa Diop,245,20,2025-01-05T14:00:00Z,0,0,45,Fulham,320
Igor Julio dos Santos de Paulo,128,20,2025-01-04T17:30:00Z,0,0,65,Brighton,149
Joelinton Cássio Apolinário de Lira,403,20,2025-01-04T12:30:00Z,0,0,90,Newcastle,490
John McGinn,48,20,2025-01-04T15:00:00Z,0,0,18,Aston Villa,54
Oscar Bobb,343,20,2025-01-04T15:00:00Z,0,0,0,Man City,424
Pedro Cardoso de Lima,561,20,2025-01-06T20:00:00Z,0,0,58,Wolves,640
Pierre-Emile Højbjerg,490,20,2025-01-04T12:30:00Z,0,0,0,Spurs,NA
Nathan Collins,88,20,2025-01-04T15:00:00Z,0,0,90,Brentford,106
Jesper Lindstrøm,577,20,2025-01-04T15:00:00Z,0,0,45,Everton,NA
Marc Guéhi,200,20,2025-01-04T15:00:00Z,0,0,90,Crystal Palace,260
Mathias Jorgensen,112,20,2025-01-04T15:00:00Z,0,0,0,Brentford,NA
Divin Mubama,698,20,2025-01-04T15:00:00Z,0,0,0,Man City,NA
William Osula,590,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,500
Harry Souttar,303,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Jean-Philippe Mateta,207,20,2025-01-04T15:00:00Z,1,0,90,Crystal Palace,283
Max Alleyne,703,20,2025-01-04T15:00:00Z,0,0,0,Man City,NA
Archie Harris,702,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,NA
Zach Abbott,706,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,513
Ben Nelson,616,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Bernardo Veiga de Carvalho e Silva,342,20,2025-01-04T15:00:00Z,0,0,90,Man City,416
Filip Jørgensen,581,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,221
David Brooks,62,20,2025-01-04T15:00:00Z,1,0,20,Bournemouth,86
Son Heung-min,503,20,2025-01-04T12:30:00Z,0,0,28,Spurs,579
Solly March,132,20,2025-01-04T17:30:00Z,0,0,0,Brighton,159
Manor Solomon,502,20,2025-01-04T12:30:00Z,0,0,0,Spurs,589
Nathaniel Phillips,332,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,NA
Kieran Trippier,418,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,478
Paris Maghoma,674,20,2025-01-04T15:00:00Z,0,0,9,Brentford,132
John Stones,362,20,2025-01-04T15:00:00Z,0,0,0,Man City,409
Sam Morsy,278,20,2025-01-05T14:00:00Z,0,0,90,Ipswich,NA
Jayden Meghoma,649,20,2025-01-04T15:00:00Z,0,0,0,Brentford,118
Lewis Hall,399,20,2025-01-04T12:30:00Z,0,0,90,Newcastle,473
Marc Guiu Paz,178,20,2025-01-04T15:00:00Z,0,0,9,Chelsea,252
Tom Cannon,286,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Ben Davies,484,20,2025-01-04T12:30:00Z,0,0,0,Spurs,571
Tyler Morton,331,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,395
Matheus França de Oliveira,208,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,279
Calvin Bassey,241,20,2025-01-05T14:00:00Z,0,0,90,Fulham,318
Eddie Nketiah,11,20,2025-01-04T15:00:00Z,0,0,3,Crystal Palace,284
Andreas Hoelgebaum Pereira,240,20,2025-01-05T14:00:00Z,0,0,27,Fulham,327
Caleb Kporha,666,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,265
Matheus Santos Carneiro Da Cunha,541,20,2025-01-06T20:00:00Z,0,0,0,Wolves,450
Amadou Onana,233,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,59
Morgan Rogers,54,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,47
Reiss Nelson,10,20,2025-01-05T14:00:00Z,0,0,0,Fulham,27
Tosin Adarabioyo,187,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,232
Matt Targett,416,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,484
Filip Marschall,46,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,35
Jan Paul van Hecke,144,20,2025-01-04T17:30:00Z,0,0,90,Brighton,151
Jean-Clair Todibo,591,20,2025-01-04T15:00:00Z,0,0,52,West Ham,609
Jack Clarke,631,20,2025-01-05T14:00:00Z,0,0,10,Ipswich,NA
Chris Mepham,72,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,79
Ollie Watkins,58,20,2025-01-04T15:00:00Z,0,0,90,Aston Villa,64
Jorge Cuenca Barreno,586,20,2025-01-05T14:00:00Z,0,0,0,Fulham,321
Rico Lewis,355,20,2025-01-04T15:00:00Z,0,0,90,Man City,410
Julián Araujo Zúñiga,592,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,78
Murillo Santiago Costa dos Santos,436,20,2025-01-06T20:00:00Z,0,0,90,Nott'm Forest,506
James Tarkowski,236,20,2025-01-04T15:00:00Z,0,0,90,Everton,291
Joël Veltman,145,20,2025-01-04T17:30:00Z,0,0,90,Brighton,152
Jaidon Anthony,61,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,200
Kamaldeen Sulemana,462,20,2025-01-04T15:00:00Z,0,0,54,Southampton,NA
Timo Werner,509,20,2025-01-04T12:30:00Z,0,0,61,Spurs,NA
Tyrone Mings,49,20,2025-01-04T15:00:00Z,0,0,90,Aston Villa,40
Ethan Wheatley,648,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,468
Matz Sels,443,20,2025-01-06T20:00:00Z,0,0,90,Nott'm Forest,502
Ryan Yates,449,20,2025-01-06T20:00:00Z,0,0,20,Nott'm Forest,522
Amad Diallo,364,20,2025-01-05T16:30:00Z,1,0,90,Man Utd,452
